16 22106 83718
0 0     -3.859900e+02 3.871200e+02
7 1140     -5.771997e+01 2.802500e+02
10 1140     -3.506000e+01 3.407700e+02
15 1140     3.396002e+01 3.725500e+02
0 1141     7.290997e+01 2.326800e+02
1 1141     3.677700e+02 2.232400e+02
7 1141     -1.070200e+02 3.136400e+02
10 1141     -3.210999e+01 4.230200e+02
0 1142     -7.637000e+01 1.221700e+02
1 1142     1.471200e+02 1.644800e+02
3 1142     -1.719800e+02 -2.845000e+02
5 1142     4.739900e+02 -5.449399e+02
6 1142     -2.531800e+02 9.756000e+01
8 1142     -1.952002e+01 -5.579987e+00
9 1142     -1.828400e+02 1.077900e+02
10 1142     -1.950500e+02 2.762000e+02
12 1142     -1.988700e+02 1.476000e+02
0 1143     5.919200e+02 1.301000e+02
1 1143     8.617500e+02 -3.076001e+01
8 1143     4.668101e+02 5.867999e+01
10 1143     5.832500e+02 3.559000e+02
15 1143     7.805900e+02 3.992100e+02
0 1144     -9.047998e+01 -2.257300e+02
1 1144     1.508002e+01 -1.630100e+02
4 1144     -4.234800e+02 -3.277700e+02
7 1144     -1.427900e+02 -1.341700e+02
10 1144     -1.737900e+02 -1.297000e+02
12 1144     -7.490002e+01 -2.371400e+02
15 1144     -1.244500e+02 -1.810100e+02
0 1145     -5.559003e+01 -1.577700e+02
1 1145     6.067999e+01 -1.072600e+02
4 1145     -3.760300e+02 -3.651600e+02
6 1145     -3.959998e+01 -1.817100e+02
7 1145     -1.127200e+02 -5.464001e+01
8 1145     1.436900e+02 -1.783900e+02
10 1145     -1.409500e+02 -4.753998e+01
12 1145     -3.946997e+01 -1.288400e+02
13 1145     3.426000e+02 -3.640900e+02
15 1145     -8.875000e+01 -8.407001e+01
0 1146     1.999301e+02 4.101600e+02
1 1146     5.670500e+02 3.650500e+02
14 1146     5.122500e+02 -3.227600e+02
0 1147     -2.626900e+02 3.957100e+02
1 1147     8.447998e+01 4.704800e+02
2 1147     -5.419200e+02 1.332500e+02
7 1147     -4.744300e+02 4.307100e+02
8 1147     -3.646200e+02 9.347000e+01
11 1147     -8.645001e+01 -3.585200e+02
14 1147     5.544000e+01 -3.511100e+02
0 1148     -2.654999e+01 5.105600e+02
1 1148     3.518400e+02 5.265400e+02
2 1148     -3.164200e+02 2.718400e+02
6 1148     -5.107600e+02 5.311100e+02
7 1148     -2.541200e+02 5.761800e+02
8 1148     -1.809800e+02 2.081200e+02
11 1148     1.233200e+02 -2.551500e+02
12 1148     -3.347100e+02 5.184600e+02
0 1149     -6.745001e+01 4.722900e+02
1 1149     2.997400e+02 4.982900e+02
2 1149     -3.526900e+02 2.274800e+02
5 1149     3.372200e+02 -1.794700e+02
6 1149     -5.506400e+02 4.713400e+02
7 1149     -2.898300e+02 5.323900e+02
12 1149     -3.731300e+02 4.663700e+02
14 1149     2.479301e+02 -2.665000e+02
0 1150     5.528003e+01 5.009998e+01
1 1150     2.282000e+02 6.212000e+01
6 1150     9.469971e+00 9.201001e+01
8 1150     1.841000e+02 2.445001e+01
12 1150     2.746997e+01 1.459500e+02
0 1151     -1.230300e+02 4.888100e+02
1 1151     2.472600e+02 5.284000e+02
2 1151     -4.065900e+02 2.472200e+02
3 1151     -5.345500e+02 -8.323999e+01
0 1152     1.595699e+02 3.846997e+01
1 1152     3.271000e+02 2.019000e+01
15 1152     1.767000e+02 2.118300e+02
0 1153     8.763000e+01 2.628700e+02
1 1153     3.941100e+02 2.488800e+02
5 1153     5.255699e+02 -4.054900e+02
6 1153     -2.785400e+02 2.512200e+02
9 1153     -2.432600e+02 1.031100e+02
11 1153     2.343500e+02 -4.780200e+02
12 1153     -1.379600e+02 2.648200e+02
14 1153     4.387200e+02 -4.860800e+02
0 1154     -5.470001e+01 -3.909003e+01
1 1154     1.022700e+02 5.900024e+00
3 1154     -1.679993e+00 -3.626000e+02
7 1154     -1.378500e+02 6.140002e+01
10 1154     -1.526200e+02 9.000000e+01
13 1154     3.198400e+02 -2.634300e+02
15 1154     -1.022300e+02 7.657001e+01
0 1155     4.308002e+01 1.273400e+02
1 1155     2.452800e+02 1.402200e+02
15 1155     7.710022e+00 3.170300e+02
0 1156     -4.457900e+02 6.670001e+01
1 1156     -1.880500e+02 2.051700e+02
13 1156     -1.327300e+02 -2.239200e+02
15 1156     -6.386400e+02 1.655700e+02
0 1157     -4.078300e+02 -2.659973e+00
1 1157     -1.780500e+02 1.313700e+02
15 1157     -5.773500e+02 7.614001e+01
0 1158     2.538400e+02 -2.529100e+02
1 1158     3.331200e+02 -2.989500e+02
7 1158     2.073199e+02 -9.328003e+01
10 1158     2.260500e+02 -1.235700e+02
15 1158     3.444800e+02 -1.723600e+02
0 1159     -3.046997e+01 -2.987000e+02
1 1159     5.021997e+01 -2.510700e+02
4 1159     -4.917200e+02 -3.707100e+02
6 1159     1.756000e+01 -3.488700e+02
7 1159     -6.916998e+01 -1.948800e+02
10 1159     -9.625000e+01 -2.064800e+02
12 1159     2.017999e+01 -3.031300e+02
13 1159     3.668101e+02 -4.967200e+02
0 1160     5.907600e+02 1.913000e+02
1 1160     8.805200e+02 3.497998e+01
6 1160     3.938200e+02 3.450600e+02
7 1160     4.168500e+02 3.624900e+02
0 1161     -4.320000e+02 1.152002e+01
1 1161     -1.949400e+02 1.508500e+02
15 1161     -6.122500e+02 9.173999e+01
0 1162     -4.541300e+02 -8.520020e+00
1 1162     -2.216900e+02 1.381600e+02
10 1162     -6.264400e+02 8.384003e+01
12 1162     -6.717100e+02 -1.567800e+02
0 1163     -3.084800e+02 -4.711000e+02
1 1163     -2.545100e+02 -3.248400e+02
7 1163     -3.214100e+02 -4.283100e+02
0 1164     5.257000e+02 3.572100e+02
1 1164     8.796400e+02 2.278400e+02
3 1164     1.794800e+02 -6.954999e+01
7 1164     3.180100e+02 5.041200e+02
9 1164     1.301800e+02 3.081400e+02
11 1164     6.378900e+02 -3.690500e+02
13 1164     6.851600e+02 9.717999e+01
0 1165     5.564100e+02 2.491900e+02
1 1165     8.627400e+02 1.072400e+02
7 1165     3.759800e+02 4.109100e+02
11 1165     6.825500e+02 -4.744700e+02
12 1165     4.241600e+02 4.052100e+02
0 1166     6.438199e+02 -1.434003e+01
1 1166     8.708101e+02 -1.997400e+02
2 1166     5.936200e+02 -1.513000e+01
3 1166     4.613000e+02 -3.210700e+02
6 1166     5.123900e+02 1.367900e+02
7 1166     4.960900e+02 1.743400e+02
8 1166     5.455200e+02 -4.341000e+01
10 1166     6.553000e+02 1.930200e+02
12 1166     5.926700e+02 1.467000e+02
13 1166     8.696700e+02 -2.060900e+02
0 1167     3.851200e+02 -1.748900e+02
1 1167     5.013600e+02 -2.674600e+02
10 1167     3.687200e+02 -2.044000e+01
15 1167     5.176600e+02 -4.934003e+01
0 1168     6.233002e+01 2.647500e+02
1 1168     3.692700e+02 2.575700e+02
6 1168     -3.102700e+02 2.460300e+02
7 1168     -1.244600e+02 3.423300e+02
0 1169     -4.758600e+02 1.870300e+02
1 1169     -1.736700e+02 3.239400e+02
7 1169     -6.614400e+02 1.851500e+02
10 1169     -6.800400e+02 3.144800e+02
13 1169     -1.890400e+02 -1.247000e+02
0 1170     3.595000e+02 -3.301500e+02
1 1170     4.278199e+02 -4.149800e+02
0 1171     -1.202300e+02 -5.327900e+02
1 1171     -1.072200e+02 -4.426801e+02
0 1172     2.058199e+02 -7.012000e+01
1 1172     3.404900e+02 -1.020600e+02
10 1172     1.519900e+02 8.151001e+01
15 1172     2.544100e+02 6.975000e+01
0 1173     6.700012e+00 1.394700e+02
1 1173     2.166000e+02 1.615900e+02
7 1173     -1.090700e+02 2.485400e+02
10 1173     -1.006000e+02 3.045600e+02
15 1173     -4.282001e+01 3.287000e+02
0 1174     8.346002e+01 -1.334400e+02
1 1174     1.997800e+02 -1.259300e+02
7 1174     2.296997e+01 -4.270020e+00
10 1174     1.722998e+01 -4.580017e+00
15 1174     9.553998e+01 -3.257001e+01
0 1175     -5.432100e+02 3.561600e+02
1 1175     -1.940800e+02 4.993600e+02
5 1175     -1.446400e+02 -2.977500e+02
0 1176     -4.113900e+02 3.130100e+02
1 1176     -7.929999e+01 4.283500e+02
7 1176     -6.158400e+02 3.267500e+02
10 1176     -6.195100e+02 4.735700e+02
12 1176     -7.407300e+02 2.153500e+02
15 1176     -6.283400e+02 5.105100e+02
0 1177     9.394000e+01 -2.201000e+02
1 1177     1.800601e+02 -2.132600e+02
0 1178     -1.398700e+02 1.633200e+02
1 1178     1.322100e+02 2.144700e+02
5 1178     3.029399e+02 -5.168101e+02
13 1178     1.193400e+02 -1.240600e+02
0 1179     2.544100e+02 1.025000e+01
1 1179     4.171000e+02 -3.752002e+01
6 1179     2.272000e+02 1.053600e+02
10 1179     2.004000e+02 1.793200e+02
12 1179     2.597300e+02 1.493100e+02
0 1180     -2.299988e+00 1.266500e+02
1 1180     2.034600e+02 1.516400e+02
5 1180     6.019399e+02 -5.283400e+02
6 1180     -1.098800e+02 1.509100e+02
7 1180     -1.156600e+02 2.347000e+02
10 1180     -1.098400e+02 2.889200e+02
12 1180     -7.997998e+01 2.049500e+02
13 1180     3.422300e+02 -1.173300e+02
15 1180     -5.367999e+01 3.101300e+02
0 1181     1.808199e+02 -3.279900e+02
1 1181     2.431500e+02 -3.493400e+02
4 1181     -5.654000e+02 -5.498000e+02
12 1181     2.750601e+02 -2.698900e+02
13 1181     5.622400e+02 -5.069500e+02
15 1181     2.564301e+02 -2.835600e+02
0 1182     5.420100e+02 2.018800e+02
1 1182     8.323500e+02 6.070001e+01
2 1182     4.213500e+02 1.537000e+02
3 1182     2.848000e+02 -1.644700e+02
6 1182     3.303600e+02 3.385500e+02
7 1182     3.662200e+02 3.637400e+02
8 1182     4.061100e+02 9.937000e+01
9 1182     2.215900e+02 2.257800e+02
10 1182     5.189200e+02 4.348800e+02
13 1182     7.384600e+02 -2.809003e+01
15 1182     7.031200e+02 4.917200e+02
0 1183     -2.510600e+02 3.881000e+02
1 1183     9.396997e+01 4.603200e+02
2 1183     -5.296200e+02 1.230500e+02
5 1183     1.494400e+02 -2.699800e+02
7 1183     -4.619100e+02 4.240500e+02
8 1183     -3.546800e+02 8.594000e+01
10 1183     -4.344400e+02 5.789300e+02
11 1183     -7.609003e+01 -3.654100e+02
12 1183     -5.647800e+02 3.356300e+02
13 1183     -9.020020e+00 6.144000e+01
14 1183     6.601001e+01 -3.596000e+02
0 1184     1.791998e+01 -1.128500e+02
1 1184     1.437900e+02 -8.609998e+01
6 1184     2.734998e+01 -1.034400e+02
10 1184     -6.090002e+01 1.245001e+01
13 1184     4.027900e+02 -3.182700e+02
0 1185     2.679000e+02 -2.852800e+02
1 1185     3.433199e+02 -3.372000e+02
6 1185     3.310800e+02 -2.223101e+02
0 1186     2.947000e+02 9.523001e+01
1 1186     4.924500e+02 3.237000e+01
7 1186     1.801200e+02 2.462200e+02
15 1186     3.585400e+02 3.079800e+02
0 1187     -9.478998e+01 -1.362600e+02
1 1187     3.195001e+01 -7.550000e+01
3 1187     1.151001e+01 -4.574399e+02
4 1187     -3.539900e+02 -3.353800e+02
6 1187     -9.973001e+01 -1.721400e+02
7 1187     -1.579000e+02 -4.059003e+01
8 1187     9.569000e+01 -1.707500e+02
10 1187     -1.887000e+02 -2.676001e+01
12 1187     -9.767999e+01 -1.172300e+02
13 1187     3.022000e+02 -3.490000e+02
15 1187     -1.436700e+02 -6.002002e+01
0 1188     9.979980e+00 1.234800e+02
1 1188     2.132700e+02 1.458000e+02
5 1188     6.216700e+02 -5.326000e+02
7 1188     -1.019000e+02 2.337400e+02
10 1188     -9.417999e+01 2.855600e+02
13 1188     3.564800e+02 -1.187600e+02
15 1188     -3.617999e+01 3.071900e+02
0 1189     6.434998e+01 -2.274600e+02
1 1189     1.485400e+02 -2.103900e+02
2 1189     3.226600e+02 -1.781000e+02
3 1189     2.394100e+02 -4.750900e+02
4 1189     -4.516500e+02 -4.652300e+02
6 1189     1.360200e+02 -2.079301e+02
7 1189     2.347998e+01 -9.872998e+01
8 1189     2.853500e+02 -1.996300e+02
9 1189     1.702100e+02 -4.858002e+01
10 1189     4.969971e+00 -1.149000e+02
12 1189     1.360300e+02 -1.643000e+02
13 1189     4.671300e+02 -4.138100e+02
15 1189     8.146997e+01 -1.622000e+02
0 1190     1.034600e+02 -2.259998e+01
1 1190     2.520900e+02 -2.353998e+01
3 1190     1.748700e+02 -2.744800e+02
4 1190     -3.018400e+02 -4.963300e+02
9 1190     1.163900e+02 1.228800e+02
10 1190     2.884998e+01 1.250700e+02
15 1190     1.075900e+02 1.205600e+02
0 1191     1.689800e+02 -3.128400e+02
1 1191     2.337900e+02 -3.300200e+02
4 1191     -5.487300e+02 -5.422400e+02
0 1192     2.229999e+01 -4.344000e+01
1 1192     1.692300e+02 -1.983002e+01
3 1192     1.000200e+02 -3.226500e+02
4 1192     -3.058800e+02 -4.294900e+02
7 1192     -5.464001e+01 7.407001e+01
9 1192     5.094000e+01 8.017001e+01
10 1192     -6.259003e+01 9.297998e+01
13 1192     3.983600e+02 -2.570800e+02
15 1192     1.049988e+00 8.110999e+01
0 1193     -1.068800e+02 -5.352200e+02
1 1193     -9.588000e+01 -4.491500e+02
4 1193     -6.803800e+02 -3.006500e+02
6 1193     3.557001e+01 -6.620000e+02
7 1193     -9.928003e+01 -4.474301e+02
9 1193     1.218100e+02 -4.358700e+02
0 1194     1.591600e+02 -1.443000e+02
1 1194     2.699301e+02 -1.602700e+02
2 1194     3.681300e+02 -7.994000e+01
3 1194     2.734100e+02 -3.799700e+02
4 1194     -4.038500e+02 -5.414200e+02
7 1194     9.922998e+01 -1.510010e+00
9 1194     2.015699e+02 3.325000e+01
10 1194     1.056400e+02 -9.200012e+00
12 1194     2.099301e+02 -4.490002e+01
13 1194     5.332100e+02 -3.336000e+02
15 1194     1.996700e+02 -3.719000e+01
0 1195     -1.322200e+02 -5.330900e+02
1 1195     -1.181400e+02 -4.389800e+02
4 1195     -6.701800e+02 -2.790400e+02
0 1196     -2.297100e+02 4.687300e+02
1 1196     1.345200e+02 5.344700e+02
2 1196     -5.095400e+02 2.235400e+02
4 1196     1.396002e+01 -2.253200e+02
7 1196     -4.507000e+02 5.116400e+02
0 1197     -3.870001e+01 4.969300e+02
1 1197     3.358900e+02 5.157100e+02
5 1197     3.666600e+02 -1.534900e+02
6 1197     -5.222300e+02 5.093500e+02
7 1197     -2.643400e+02 5.608900e+02
11 1197     1.123900e+02 -2.672700e+02
12 1197     -3.456400e+02 4.992500e+02
14 1197     2.763900e+02 -2.403400e+02
0 1198     -1.564000e+02 4.736200e+02
1 1198     2.094301e+02 5.213700e+02
2 1198     -4.383600e+02 2.286500e+02
7 1198     -3.777600e+02 5.244900e+02
8 1198     -2.802700e+02 1.705400e+02
12 1198     -4.712800e+02 4.550900e+02
0 1199     -4.490002e+01 4.812200e+02
1 1199     3.257200e+02 5.014500e+02
4 1199     6.809998e+00 -3.311500e+02
5 1199     3.594301e+02 -1.703700e+02
6 1199     -5.267700e+02 4.865200e+02
7 1199     -2.684600e+02 5.439400e+02
8 1199     -1.934300e+02 1.793200e+02
9 1199     -4.335500e+02 2.697700e+02
11 1199     1.078600e+02 -2.815700e+02
12 1199     -3.501900e+02 4.792200e+02
13 1199     1.549500e+02 1.515100e+02
14 1199     2.701500e+02 -2.563000e+02
0 1200     -4.313300e+02 4.415300e+02
1 1200     -6.903998e+01 5.552900e+02
11 1200     -2.323200e+02 -3.173600e+02
12 1200     -7.867100e+02 3.763400e+02
0 1201     7.285999e+01 -1.606000e+02
1 1201     1.805000e+02 -1.488400e+02
10 1201     7.770020e+00 -3.677002e+01
0 1202     -1.347800e+02 1.562600e+02
1 1202     1.344000e+02 2.063400e+02
5 1202     3.085200e+02 -5.244500e+02
0 1203     -2.090800e+02 2.086200e+02
1 1203     8.232001e+01 2.761900e+02
5 1203     2.073500e+02 -4.666200e+02
7 1203     -3.860300e+02 2.488100e+02
10 1203     -3.616300e+02 3.663500e+02
15 1203     -3.317100e+02 3.918700e+02
0 1204     -5.419983e+00 5.036400e+02
1 1204     3.721700e+02 5.143800e+02
3 1204     -4.270200e+02 -6.746997e+01
5 1204     3.996600e+02 -1.460800e+02
6 1204     -4.856800e+02 5.247100e+02
7 1204     -2.326900e+02 5.712800e+02
9 1204     -4.042500e+02 2.937100e+02
12 1204     -3.105400e+02 5.117600e+02
14 1204     3.088500e+02 -2.323900e+02
0 1205     5.796002e+01 5.110100e+02
1 1205     4.405800e+02 5.061500e+02
2 1205     -2.380700e+02 2.734100e+02
5 1205     4.623101e+02 -1.369000e+02
7 1205     -1.715400e+02 5.852900e+02
11 1205     1.985100e+02 -2.523600e+02
12 1205     -2.436600e+02 5.297800e+02
14 1205     3.697200e+02 -2.223100e+02
0 1206     -1.430500e+02 9.806000e+01
1 1206     7.781000e+01 1.591500e+02
5 1206     3.959301e+02 -5.739301e+02
7 1206     -2.686100e+02 1.715800e+02
10 1206     -2.705800e+02 2.412300e+02
15 1206     -2.356600e+02 2.503900e+02
0 1207     1.739001e+01 4.898999e+01
1 1207     1.930000e+02 7.170001e+01
7 1207     -7.706000e+01 1.644400e+02
10 1207     -7.838000e+01 1.996200e+02
15 1207     -1.764001e+01 2.061700e+02
0 1208     5.453199e+02 1.546500e+02
1 1208     8.208101e+02 9.369995e+00
2 1208     4.374000e+02 1.071800e+02
6 1208     3.457300e+02 2.879400e+02
8 1208     4.185900e+02 6.159000e+01
10 1208     5.265400e+02 3.795700e+02
15 1208     7.126700e+02 4.262600e+02
0 1209     1.198600e+02 3.070001e+01
1 1209     2.845000e+02 2.444000e+01
10 1209     4.245001e+01 1.890800e+02
15 1209     1.229400e+02 1.955000e+02
0 1210     1.198600e+02 3.070001e+01
1 1210     2.845000e+02 2.444000e+01
10 1210     4.245001e+01 1.890800e+02
15 1210     1.229400e+02 1.955000e+02
0 1211     4.785999e+01 -1.483600e+02
1 1211     1.592500e+02 -1.301400e+02
2 1211     2.622100e+02 -1.104100e+02
7 1211     -9.630005e+00 -2.606000e+01
15 1211     4.903003e+01 -5.815002e+01
0 1212     -1.950200e+02 -5.251700e+02
1 1212     -1.724400e+02 -4.105600e+02
4 1212     -6.482600e+02 -2.308500e+02
6 1212     -7.091998e+01 -6.946600e+02
7 1212     -1.909600e+02 -4.567300e+02
9 1212     3.446002e+01 -4.642700e+02
0 1213     -1.994100e+02 -5.257900e+02
1 1213     -1.767400e+02 -4.097100e+02
4 1213     -6.466700e+02 -2.274600e+02
6 1213     -7.602002e+01 -6.969500e+02
7 1213     -1.952500e+02 -4.577600e+02
9 1213     3.058002e+01 -4.658800e+02
0 1214     -1.228800e+02 -5.434600e+02
1 1214     -1.136300e+02 -4.512500e+02
4 1214     -6.826300e+02 -2.875300e+02
6 1214     2.454999e+01 -6.790601e+02
7 1214     -1.134500e+02 -4.584500e+02
9 1214     1.134300e+02 -4.469600e+02
0 1215     1.019200e+02 6.264001e+01
1 1215     2.778400e+02 6.100000e+01
2 1215     2.311200e+02 1.107400e+02
4 1215     -2.405700e+02 -4.940500e+02
6 1215     5.716998e+01 1.208700e+02
8 1215     2.205500e+02 4.406000e+01
12 1215     7.837000e+01 1.744600e+02
15 1215     9.484003e+01 2.367900e+02
0 1216     5.761700e+02 1.422100e+02
1 1216     8.490400e+02 -1.277002e+01
2 1216     4.758199e+02 1.100300e+02
3 1216     3.397400e+02 -2.037900e+02
6 1216     3.865600e+02 2.858400e+02
8 1216     4.491100e+02 6.326001e+01
9 1216     2.678400e+02 1.906800e+02
10 1216     5.634900e+02 3.684400e+02
15 1216     7.570400e+02 4.138700e+02
0 1217     7.347998e+01 9.970999e+01
1 1217     2.642200e+02 1.052400e+02
5 1217     7.077600e+02 -5.558600e+02
6 1217     4.609985e+00 1.507700e+02
7 1217     -3.059998e+01 2.231300e+02
10 1217     -1.891998e+01 2.645500e+02
15 1217     5.159003e+01 2.831500e+02
0 1218     6.933002e+01 -4.026000e+02
1 1218     1.091700e+02 -3.831000e+02
7 1218     5.113000e+01 -2.782100e+02
9 1218     2.104500e+02 -2.446800e+02
0 1219     1.765002e+01 -5.825000e+01
1 1219     1.602400e+02 -3.303003e+01
3 1219     9.762000e+01 -3.404900e+02
7 1219     -5.798999e+01 5.834003e+01
10 1219     -6.683002e+01 7.604999e+01
13 1219     3.944000e+02 -2.709000e+02
15 1219     -2.989990e+00 6.091998e+01
0 1220     1.031600e+02 -9.247998e+01
1 1220     2.314200e+02 -9.194000e+01
4 1220     -3.544300e+02 -4.939301e+02
6 1220     1.150500e+02 -4.996997e+01
7 1220     3.458002e+01 3.969000e+01
8 1220     2.665400e+02 -8.426001e+01
9 1220     1.367300e+02 6.041998e+01
15 1220     1.168900e+02 2.576001e+01
0 1221     -5.040997e+01 7.358002e+01
1 1221     1.414399e+02 1.133200e+02
4 1221     -2.184200e+02 -3.702500e+02
5 1221     5.545000e+02 -5.912400e+02
7 1221     -1.550000e+02 1.735600e+02
10 1221     -1.598800e+02 2.215900e+02
13 1221     3.073500e+02 -1.668400e+02
15 1221     -1.116300e+02 2.301000e+02
0 1222     -2.123300e+02 -4.298500e+02
1 1222     -1.532500e+02 -3.184400e+02
6 1222     -1.578600e+02 -6.016300e+02
7 1222     -2.320100e+02 -3.679300e+02
9 1222     -5.117999e+01 -4.062000e+02
10 1222     -2.918500e+02 -3.788000e+02
15 1222     -2.599600e+02 -4.734900e+02
0 1223     -1.567700e+02 -8.123999e+01
1 1223     -5.390015e+00 -5.330017e+00
2 1223     -2.214001e+01 -1.312100e+02
6 1223     -2.086200e+02 -1.427600e+02
10 1223     -2.674600e+02 3.010999e+01
0 1224     4.352002e+01 -1.658300e+02
1 1224     1.515400e+02 -1.455100e+02
7 1224     -1.145001e+01 -4.423999e+01
13 1224     4.323101e+02 -3.629000e+02
15 1224     4.558002e+01 -8.175000e+01
0 1225     1.409998e+01 -1.531000e+01
1 1225     1.698000e+02 9.929993e+00
9 1225     3.206000e+01 1.010500e+02
15 1225     -1.352002e+01 1.188900e+02
0 1226     2.034500e+02 -1.532800e+02
1 1226     3.116300e+02 -1.833000e+02
13 1226     5.731899e+02 -3.379400e+02
15 1226     2.613101e+02 -4.366998e+01
0 1227     2.896002e+01 -2.093800e+02
1 1227     1.211000e+02 -1.819800e+02
7 1227     -1.546997e+01 -8.809998e+01
10 1227     -3.712000e+01 -9.827002e+01
15 1227     3.177002e+01 -1.427100e+02
0 1228     1.721500e+02 5.396997e+01
1 1228     3.451100e+02 3.169000e+01
2 1228     3.004900e+02 1.156000e+02
3 1228     1.970200e+02 -1.963400e+02
6 1228     1.343100e+02 1.324300e+02
7 1228     7.696002e+01 1.953500e+02
8 1228     2.808200e+02 4.834000e+01
10 1228     1.005400e+02 2.215700e+02
12 1228     1.600300e+02 1.819000e+02
13 1228     5.161400e+02 -1.614000e+02
15 1228     1.921600e+02 2.346300e+02
0 1229     -1.742400e+02 -5.134500e+02
1 1229     -1.496100e+02 -4.067300e+02
6 1229     -5.577002e+01 -6.718600e+02
7 1229     -1.730900e+02 -4.407700e+02
9 1229     4.588000e+01 -4.476500e+02
0 1230     3.944200e+02 -1.019700e+02
1 1230     5.352200e+02 -1.974700e+02
3 1230     4.049700e+02 -3.353800e+02
7 1230     3.066400e+02 7.115997e+01
8 1230     4.658400e+02 -7.292999e+01
10 1230     3.728199e+02 6.451001e+01
12 1230     4.254500e+02 4.428003e+01
15 1230     5.218800e+02 5.147998e+01
0 1231     -3.597600e+02 4.365300e+02
1 1231     -1.099976e+00 5.340200e+02
0 1232     -5.069000e+01 4.999600e+02
1 1232     3.242400e+02 5.222400e+02
